['274', '26', '419', '128', '481']
['163', '60', '402', '339', '454']
['331', '376', '428', '44', '372']
['308', '64', '343', '51', '8']
['259', '233', '344', '159', '110']
['346', '155', '389', '448', '215']
['77', '35', '189', '111', '393']
['179', '19', '48', '358', '4']
['334', '2', '101', '368', '249']
['342', '160', '89', '297', '284']
['427', '81', '409', '408', '242']
['108', '72', '20', '365', '493']
['328', '413', '248', '490', '175']
['202', '25', '434', '200', '122']
['245', '171', '466', '36', '210']
['52', '425', '29', '251', '392']
['99', '381', '168', '371', '411']
['292', '258', '173', '88', '395']
['384', '164', '15', '407', '414']
['306', '132', '431', '348', '140']
['485', '113', '232', '86', '300']
['309', '73', '186', '423', '429']
['320', '205', '432', '280', '214']
['496', '152', '311', '499', '46']
['254', '391', '67', '289', '203']
['295', '121', '322', '386', '250']
['134', '229', '459', '97', '327']
['491', '206', '85', '41', '40']
['6', '352', '472', '255', '30']
['34', '38', '5', '470', '440']
['199', '185', '261', '238', '75']
['404', '149', '329', '170', '129']
['62', '257', '397', '332', '445']
['227', '39', '267', '158', '244']
['316', '49', '377', '388', '43']
['447', '405', '310', '7', '366']
['216', '33', '406', '305', '317']
['92', '374', '498', '161', '474']
['127', '23', '147', '112', '330']
['422', '222', '224', '21', '294']
['167', '396', '457', '61', '236']
['13', '379', '263', '486', '304']
['141', '268', '69', '270', '218']
['369', '303', '288', '24', '326']
['439', '42', '193', '234', '495']
['220', '385', '382', '133', '290']
['237', '16', '364', '398', '95']
['226', '420', '14', '412', '124']
['360', '340', '109', '32', '37']
['225', '483', '135', '349', '473']
['58', '79', '125', '321', '192']
['197', '139', '443', '91', '394']
['477', '467', '106', '475', '71']
['465', '373', '324', '260', '230']
['325', '415', '401', '195', '450']
['217', '476', '460', '239', '136']
['211', '281', '375', '441', '45']
['247', '1', '212', '243', '338']
['103', '180', '319', '433', '362']
['196', '424', '47', '65', '68']
['336', '166', '144', '355', '333']
['223', '131', '390', '471', '337']
['315', '137', '383', '154', '162']
['266', '240', '253', '359', '291']
['449', '12', '145', '156', '452']
['143', '28', '209', '436', '278']
['76', '126', '416', '430', '403']
['335', '142', '157', '53', '488']
['59', '70', '104', '287', '487']
['302', '116', '201', '114', '282']
['96', '105', '264', '468', '10']
['117', '213', '453', '80', '87']
['455', '269', '9', '469', '0']
['31', '27', '17', '187', '370']
['221', '307', '298', '438', '285']
['146', '188', '279', '479', '421']
['461', '296', '353', '272', '66']
['456', '417', '18', '318', '286']
['426', '11', '63', '150', '313']
['262', '241', '55', '82', '480']
['177', '265', '458', '98', '356']
['138', '102', '357', '57', '283']
['464', '451', '151', '271', '107']
['256', '54', '437', '492', '119']
['345', '489', '74', '90', '165']
['301', '367', '361', '169', '174']
['207', '275', '378', '246', '497']
['444', '341', '235', '482', '312']
['204', '83', '84', '118', '351']
['130', '276', '176', '172', '181']
['178', '273', '350', '494', '123']
['100', '194', '22', '299', '252']
['120', '184', '50', '387', '3']
['191', '484', '435', '183', '399']
['228', '478', '442', '347', '410']
['400', '208', '190', '462', '418']
['231', '182', '56', '314', '94']
['219', '323', '78', '148', '363']
['293', '153', '93', '446', '277']
['354', '463', '380', '198', '115']
