['331', '274', '308', '466', '499']
['334', '233', '498', '19', '454']
['419', '77', '284', '497', '389']
['496', '81', '72', '155', '4']
['309', '384', '428', '413', '495']
['344', '381', '485', '128', '494']
['320', '25', '493', '365', '393']
['44', '2', '297', '448', '492']
['409', '311', '491', '339', '366']
['306', '121', '292', '490', '203']
['489', '29', '15', '352', '85']
['110', '411', '440', '488', '75']
['158', '408', '257', '8', '487']
['396', '149', '97', '486', '317']
['484', '398', '133', '206', '140']
['167', '316', '483', '173', '470']
['329', '21', '482', '71', '215']
['328', '245', '377', '186', '481']
['152', '242', '41', '480', '414']
['267', '199', '479', '288', '238']
['216', '197', '35', '478', '189']
['92', '477', '163', '7', '192']
['62', '376', '229', '476', '327']
['202', '34', '38', '475', '30']
['425', '386', '432', '379', '474']
['343', '244', '407', '473', '392']
['259', '16', '250', '330', '472']
['23', '67', '471', '412', '234']
['439', '127', '340', '469', '319']
['225', '6', '468', '248', '401']
['467', '368', '218', '300', '230']
['465', '134', '26', '13', '32']
['295', '464', '37', '46', '255']
['336', '443', '434', '132', '463']
['420', '290', '337', '462', '429']
['33', '369', '171', '461', '239']
['91', '103', '460', '362', '88']
['211', '145', '212', '459', '195']
['335', '58', '458', '270', '338']
['457', '364', '129', '10', '65']
['390', '456', '415', '353', '315']
['455', '69', '260', '291', '68']
['223', '453', '180', '12', '156']
['106', '374', '452', '268', '170']
['451', '436', '237', '243', '371']
['221', '31', '349', '87', '450']
['226', '247', '449', '188', '402']
['447', '303', '89', '382', '159']
['279', '446', '104', '214', '43']
['222', '282', '304', '445', '278']
['266', '444', '39', '281', '375']
['28', '53', '442', '332', '431']
['441', '324', '424', '321', '249']
['224', '346', '109', '136', '438']
['126', '318', '437', '251', '403']
['435', '147', '42', '164', '253']
['360', '217', '433', '24', '181']
['117', '205', '430', '160', '107']
['427', '254', '96', '200', '1']
['426', '177', '294', '280', '333']
['385', '105', '36', '355', '423']
['422', '196', '258', '47', '285']
['11', '404', '421', '272', '351']
['394', '416', '82', '395', '418']
['345', '325', '20', '417', '372']
['310', '95', '48', '286', '410']
['298', '373', '406', '383', '391']
['73', '213', '139', '397', '405']
['400', '49', '210', '112', '18']
['262', '301', '399', '287', '283']
['108', '342', '313', '154', '388']
['138', '256', '261', '209', '387']
['207', '100', '79', '380', '113']
['168', '54', '378', '341', '312']
['27', '157', '70', '83', '370']
['307', '367', '14', '289', '271']
['52', '131', '57', '361', '363']
['0', '56', '359', '111', '174']
['191', '348', '358', '124', '90']
['357', '264', '74', '169', '232']
['59', '142', '9', '356', '122']
['354', '150', '151', '172', '273']
['265', '183', '166', '148', '350']
['61', '98', '347', '66', '123']
['219', '302', '78', '179', '326']
['141', '323', '116', '51', '275']
['269', '322', '178', '50', '125']
['120', '176', '185', '314', '45']
['204', '17', '184', '305', '55']
['99', '93', '101', '299', '236']
['296', '193', '114', '187', '235']
['293', '146', '135', '144', '161']
['60', '190', '201', '80', '277']
['276', '228', '137', '84', '198']
['194', '162', '263', '246', '119']
['227', '86', '252', '240', '40']
['143', '153', '64', '241', '76']
['231', '5', '115', '175', '165']
['220', '102', '182', '63', '94']
['130', '208', '22', '118', '3']
