['92', '157', '806', '117', '46', '624', '617', '660', '562', '279', '551', '807', '278', '291', '2', '206', '88', '813', '661', '165']
['797', '466', '430', '770', '874', '560', '292', '726', '403', '309', '513', '992', '253', '946', '787', '354', '208', '642', '12', '608']
['83', '452', '549', '26', '32', '37', '745', '892', '255', '724', '138', '132', '885', '804', '365', '962', '749', '185', '579', '366']
['212', '270', '917', '265', '900', '841', '895', '1', '343', '655', '75', '413', '619', '908', '612', '571', '266', '886', '550', '327']
['969', '846', '620', '712', '772', '379', '595', '159', '363', '847', '114', '636', '124', '598', '856', '239', '446', '584', '671', '583']
['424', '203', '389', '228', '63', '747', '738', '933', '119', '786', '177', '687', '116', '113', '393', '130', '710', '79', '268', '773']
['73', '750', '503', '961', '537', '172', '769', '701', '323', '983', '434', '219', '16', '675', '838', '68', '669', '740', '299', '923']
['982', '334', '765', '454', '723', '842', '799', '901', '921', '10', '422', '613', '478', '187', '987', '800', '633', '577', '161', '882']
['857', '814', '541', '490', '526', '848', '843', '830', '408', '381', '665', '441', '801', '894', '285', '429', '465', '369', '171', '448']
['637', '9', '708', '972', '444', '29', '596', '789', '65', '385', '808', '696', '910', '542', '893', '146', '25', '11', '844', '719']
['145', '190', '201', '368', '473', '829', '898', '794', '109', '471', '411', '41', '837', '791', '823', '250', '396', '810', '733', '827']
['254', '646', '231', '155', '676', '433', '713', '563', '570', '717', '782', '602', '104', '197', '998', '276', '451', '824', '622', '538']
['439', '951', '272', '593', '640', '307', '816', '416', '198', '280', '252', '267', '42', '344', '949', '603', '925', '548', '90', '888']
['331', '725', '59', '142', '14', '324', '964', '914', '821', '858', '639', '927', '930', '310', '743', '627', '942', '479', '706', '711']
['49', '340', '852', '994', '811', '77', '483', '463', '357', '315', '555', '3', '968', '734', '240', '915', '442', '168', '7', '356']
['225', '160', '828', '19', '53', '535', '699', '52', '386', '648', '788', '976', '918', '532', '99', '566', '400', '50', '714', '181']
['211', '173', '237', '195', '937', '938', '419', '955', '259', '428', '832', '686', '520', '528', '658', '23', '156', '74', '876', '849']
['756', '150', '522', '641', '247', '840', '346', '836', '158', '510', '86', '568', '704', '990', '897', '632', '54', '24', '759', '552']
