['419', '466', '39', '988', '618', '506', '280', '48', '454', '71']
['274', '197', '308', '177', '77', '901', '730', '685', '289', '203']
['681', '117', '262', '740', '79', '930', '260', '614', '795', '773']
['756', '935', '884', '609', '206', '170', '881', '787', '448', '581']
['789', '59', '376', '824', '199', '324', '436', '284', '4', '393']
['309', '687', '267', '705', '765', '913', '574', '432', '805', '389']
['599', '695', '842', '365', '846', '993', '318', '341', '727', '366']
['92', '320', '331', '897', '266', '329', '82', '74', '823', '403']
['631', '81', '384', '845', '962', '908', '711', '288', '488', '110']
['888', '202', '443', '334', '689', '344', '498', '485', '10', '731']
['906', '146', '784', '836', '737', '420', '19', '268', '8', '956']
['215', '269', '233', '794', '970', '381', '431', '590', '312', '119']
['544', '637', '413', '861', '44', '186', '499', '880', '440', '192']
['570', '428', '918', '708', '15', '242', '297', '310', '734', '43']
['957', '328', '786', '722', '23', '864', '814', '128', '410', '724']
['540', '401', '101', '475', '584', '579', '98', '636', '55', '75']
['306', '52', '646', '720', '176', '72', '905', '510', '257', '185']
['669', '591', '760', '914', '750', '29', '136', '537', '600', '827']
['345', '682', '377', '471', '577', '594', '41', '967', '994', '317']
['228', '109', '158', '386', '155', '568', '408', '625', '596', '566']
['976', '311', '181', '963', '899', '966', '576', '517', '848', '414']
['764', '226', '316', '668', '523', '739', '2', '446', '24', '919']
['167', '769', '613', '25', '5', '94', '337', '7', '255', '759']
['108', '285', '828', '339', '352', '835', '699', '418', '660', '552']
['869', '229', '322', '60', '147', '777', '943', '470', '527', '877']
['692', '926', '412', '500', '264', '649', '972', '411', '140', '604']
['223', '798', '664', '534', '959', '656', '97', '849', '47', '494']
['221', '735', '139', '34', '690', '379', '313', '151', '933', '936']
['216', '258', '121', '138', '105', '747', '361', '195', '46', '40']
['370', '697', '57', '602', '490', '866', '745', '362', '873', '616']
['102', '980', '373', '753', '32', '164', '368', '715', '573', '989']
['426', '346', '595', '478', '275', '348', '85', '232', '812', '338']
['809', '931', '292', '853', '130', '582', '210', '543', '319', '395']
['585', '811', '409', '241', '679', '683', '53', '133', '743', '392']
['878', '691', '132', '688', '934', '954', '45', '358', '597', '174']
['557', '843', '701', '817', '467', '145', '804', '553', '911', '818']
['982', '998', '619', '36', '396', '541', '458', '885', '946', '272']
['295', '792', '427', '694', '217', '519', '398', '54', '189', '593']
['984', '572', '171', '746', '757', '78', '719', '617', '761', '502']
['986', '336', '797', '28', '402', '886', '653', '493', '190', '165']
['762', '49', '856', '841', '149', '755', '270', '271', '834', '611']
['645', '120', '615', '13', '802', '949', '457', '608', '218', '659']
['887', '702', '444', '390', '64', '21', '533', '417', '161', '261']
