['331', '797', '682', '746', '334', '866', '398', '527', '341', '573']
['748', '316', '725', '466', '965', '808', '193', '474', '611', '497']
['360', '932', '44', '233', '913', '864', '318', '787', '71', '500']
['152', '167', '266', '739', '775', '381', '358', '911', '839', '366']
['631', '336', '274', '121', '720', '396', '905', '343', '813', '724']
['940', '689', '609', '150', '19', '579', '448', '639', '230', '393']
['92', '306', '25', '413', '72', '16', '870', '470', '707', '892']
['62', '591', '419', '842', '38', '421', '85', '671', '473', '429']
['292', '617', '308', '691', '558', '506', '433', '284', '818', '788']
['681', '779', '740', '490', '891', '169', '485', '776', '251', '392']
['684', '646', '757', '831', '386', '876', '486', '604', '4', '414']
['77', '6', '425', '239', '431', '186', '242', '378', '967', '454']
['887', '783', '623', '574', '0', '93', '374', '289', '190', '761']
['780', '853', '197', '9', '484', '561', '952', '665', '129', '759']
['679', '656', '737', '969', '768', '823', '835', '88', '566', '616']
['81', '978', '49', '546', '145', '988', '32', '602', '250', '263']
['254', '36', '653', '814', '595', '587', '53', '297', '347', '807']
['34', '344', '79', '605', '885', '349', '492', '593', '10', '215']
['33', '325', '267', '379', '2', '649', '288', '533', '257', '388']
['702', '695', '947', '311', '543', '362', '711', '584', '128', '502']
['409', '296', '908', '924', '621', '22', '154', '890', '676', '873']
['301', '211', '135', '210', '790', '625', '673', '86', '365', '124']
['962', '534', '17', '184', '346', '817', '460', '590', '578', '943']
['354', '562', '513', '966', '475', '114', '801', '680', '440', '65']
['897', '716', '245', '26', '803', '364', '271', '411', '659', '581']
['163', '220', '328', '697', '903', '753', '15', '5', '300', '90']
['309', '976', '850', '430', '315', '112', '937', '339', '368', '236']
['31', '143', '57', '802', '78', '417', '380', '170', '338', '389']
['320', '384', '199', '942', '180', '432', '685', '407', '564', '660']
['906', '756', '345', '367', '476', '147', '35', '106', '874', '828']
['786', '259', '229', '225', '626', '149', '1', '372', '310', '994']
['496', '540', '878', '784', '83', '279', '189', '140', '482', '791']
['202', '526', '856', '483', '158', '248', '834', '614', '111', '351']
['565', '428', '841', '690', '478', '37', '821', '80', '235', '181']
['335', '963', '377', '319', '596', '849', '638', '41', '203', '636']
['751', '637', '439', '852', '794', '765', '329', '678', '462', '192']
['455', '556', '959', '173', '729', '511', '56', '438', '395', '304']
['223', '27', '826', '514', '408', '815', '104', '172', '997', '218']
['547', '369', '668', '708', '348', '499', '333', '699', '249', '282']
['115', '188', '754', '648', '303', '21', '8', '956', '955', '356']
['216', '557', '800', '231', '3', '11', '674', '910', '255', '110']
['96', '100', '900', '23', '264', '402', '244', '48', '524', '773']
['427', '572', '845', '155', '457', '647', '726', '330', '715', '238']
['692', '879', '127', '420', '550', '436', '260', '553', '606', '549']
['796', '615', '833', '447', '212', '182', '970', '272', '7', '450']
['443', '91', '992', '824', '29', '868', '107', '894', '317', '641']
['984', '998', '728', '861', '99', '718', '24', '508', '980', '445']
['931', '701', '884', '281', '324', '387', '580', '234', '370', '743']
['918', '529', '863', '696', '201', '206', '280', '860', '771', '488']
['207', '939', '134', '851', '340', '667', '69', '359', '848', '607']
['889', '957', '357', '12', '437', '971', '698', '989', '291', '40']
['986', '139', '571', '153', '658', '721', '253', '537', '995', '174']
['247', '412', '456', '503', '132', '183', '342', '401', '133', '700']
['75', '109', '156', '610', '97', '46', '655', '881', '871', '827']
['650', '241', '523', '512', '39', '635', '747', '352', '654', '608']
['73', '750', '435', '522', '577', '964', '912', '785', '923', '68']
['843', '293', '516', '13', '471', '101', '268', '999', '704', '327']
['983', '717', '934', '949', '555', '961', '846', '644', '946', '47']
['809', '599', '465', '222', '177', '376', '28', '20', '518', '214']
['926', '205', '688', '975', '519', '977', '125', '993', '195', '538']
['544', '915', '385', '103', '446', '452', '498', '442', '286', '597']
['295', '307', '922', '70', '137', '541', '886', '713', '880', '972']
['792', '422', '657', '176', '770', '285', '159', '94', '548', '662']
['532', '178', '844', '510', '954', '603', '909', '600', '55', '612']
['196', '974', '58', '722', '434', '108', '732', '495', '936', '480']
['664', '730', '382', '738', '424', '677', '882', '568', '312', '43']
['531', '669', '982', '618', '479', '209', '270', '958', '793', '778']
['570', '987', '302', '148', '950', '275', '675', '472', '252', '552']
['896', '951', '42', '294', '763', '313', '981', '781', '594', '672']
['640', '742', '736', '489', '836', '683', '703', '812', '30', '629']
['928', '620', '276', '221', '461', '353', '82', '51', '862', '165']
['141', '390', '760', '451', '467', '164', '530', '337', '87', '179']
['769', '269', '619', '76', '67', '160', '525', '355', '403', '493']
['262', '829', '191', '394', '991', '706', '256', '371', '246', '916']
['477', '920', '265', '373', '323', '194', '383', '501', '741', '734']
['762', '64', '404', '60', '551', '459', '441', '287', '410', '278']
['138', '898', '171', '901', '507', '237', '458', '944', '586', '661']
['217', '627', '89', '752', '332', '755', '996', '45', '837', '321']
['298', '772', '686', '865', '468', '633', '652', '98', '789', '528']
['258', '400', '749', '867', '767', '406', '921', '973', '559', '290']
['226', '811', '941', '634', '745', '515', '758', '418', '938', '731']
['585', '224', '832', '693', '105', '415', '200', '542', '968', '277']
['888', '710', '927', '782', '929', '116', '168', '399', '54', '893']
['227', '131', '322', '509', '583', '670', '136', '375', '869', '494']
['645', '589', '539', '777', '985', '61', '517', '592', '819', '326']
['213', '219', '126', '914', '895', '714', '397', '979', '305', '299']
['840', '416', '830', '805', '18', '766', '283', '919', '66', '948']
['204', '643', '622', '74', '243', '95', '666', '628', '563', '858']
['709', '464', '857', '816', '705', '50', '185', '161', '391', '877']
['990', '426', '663', '444', '799', '582', '899', '63', '820', '624']
['117', '723', '449', '847', '719', '350', '405', '520', '727', '122']
['953', '59', '146', '825', '505', '576', '560', '232', '487', '795']
['712', '798', '854', '642', '361', '945', '933', '187', '113', '598']
['735', '613', '157', '166', '463', '806', '261', '536', '504', '733']
['120', '142', '872', '545', '469', '875', '960', '588', '930', '363']
['687', '52', '632', '904', '491', '144', '925', '481', '423', '630']
['569', '744', '859', '84', '198', '810', '601', '123', '917', '119']
['764', '567', '130', '575', '14', '151', '162', '855', '535', '838']
['935', '883', '694', '453', '651', '118', '907', '804', '273', '240']
['554', '208', '102', '228', '822', '774', '314', '521', '902', '175']
