['620', '384', '345', '728', '432', '588', '587', '97', '189', '581']
['216', '146', '334', '609', '558', '85', '678', '341', '494', '75']
['454', '419', '705', '479', '242', '47', '272', '321', '71', '43']
['117', '202', '687', '693', '186', '577', '113', '593', '304', '552']
['631', '152', '786', '749', '513', '2', '53', '297', '391', '181']
['681', '59', '682', '192', '342', '401', '313', '19', '440', '392']
['669', '26', '39', '618', '256', '459', '603', '140', '238', '773']
['17', '25', '325', '13', '343', '446', '352', '548', '462', '291']
['756', '531', '311', '303', '51', '738', '776', '583', '614', '480']
['684', '702', '760', '658', '109', '158', '72', '740', '789', '759']
['692', '269', '233', '718', '344', '621', '685', '288', '578', '661']
['697', '131', '668', '784', '279', '533', '160', '441', '270', '639']
['306', '562', '258', '139', '100', '719', '151', '290', '300', '175']
['167', '293', '301', '679', '6', '132', '753', '173', '114', '594']
['27', '409', '369', '615', '737', '415', '145', '696', '655', '240']
['70', '461', '106', '490', '517', '251', '624', '524', '351', '363']
['73', '413', '595', '452', '366', '405', '504', '473', '597', '744']
['328', '262', '376', '157', '225', '686', '420', '433', '521', '317']
['746', '551', '431', '644', '348', '339', '470', '535', '273', '492']
['331', '176', '491', '457', '648', '543', '485', '526', '549', '40']
['465', '127', '34', '591', '404', '29', '649', '568', '791', '528']
['695', '259', '736', '534', '546', '752', '263', '310', '260', '612']
['62', '134', '750', '466', '35', '574', '362', '625', '766', '261']
['316', '716', '9', '775', '364', '602', '257', '698', '699', '660']
['444', '386', '212', '84', '252', '128', '365', '338', '389', '731']
['220', '274', '266', '322', '67', '688', '74', '206', '573', '236']
['390', '767', '108', '483', '155', '1', '329', '653', '675', '230']
['33', '211', '489', '721', '610', '381', '506', '398', '3', '393']
['547', '219', '757', '38', '652', '61', '411', '553', '495', '179']
['196', '58', '102', '532', '23', '765', '382', '4', '209', '616']
['422', '307', '783', '141', '751', '22', '576', '407', '286', '672']
['720', '516', '476', '782', '296', '380', '82', '122', '170', '563']
['207', '31', '336', '690', '79', '541', '633', '436', '7', '214']
['320', '664', '96', '667', '467', '16', '747', '673', '255', '277']
['81', '779', '115', '12', '200', '46', '80', '218', '429', '761']
['221', '180', '763', '498', '559', '601', '203', '284', '743', '327']
['224', '245', '241', '512', '701', '77', '267', '57', '0', '458']
['455', '556', '788', '229', '449', '83', '732', '412', '410', '68']
['792', '712', '798', '519', '294', '154', '159', '777', '500', '450']
['557', '217', '149', '375', '118', '741', '566', '795', '617', '110']
['589', '199', '164', '635', '125', '442', '8', '371', '482', '403']
['309', '308', '91', '346', '451', '133', '271', '527', '586', '598']
['544', '742', '55', '790', '248', '564', '713', '88', '542', '312']
['565', '619', '460', '754', '185', '168', '144', '201', '600', '124']
['569', '120', '298', '188', '689', '408', '596', '674', '234', '119']
['223', '626', '770', '244', '98', '350', '333', '232', '359', '659']
['572', '227', '439', '367', '509', '281', '647', '332', '499', '41']
['567', '426', '762', '608', '627', '402', '195', '590', '734', '497']
['613', '208', '484', '28', '135', '15', '24', '536', '246', '249']
['428', '694', '642', '37', '250', '501', '515', '793', '65', '607']
['592', '554', '99', '377', '510', '268', '481', '537', '611', '522']
['709', '177', '400', '357', '396', '730', '768', '755', '550', '641']
['599', '292', '142', '425', '42', '148', '56', '508', '347', '388']
['222', '725', '797', '105', '683', '93', '239', '368', '30', '502']
['204', '570', '340', '36', '662', '137', '634', '89', '66', '636']
['254', '646', '523', '739', '50', '706', '69', '520', '580', '326']
['637', '385', '799', '44', '714', '379', '150', '397', '711', '579']
['585', '92', '769', '197', '103', '228', '205', '560', '318', '372']
['237', '623', '101', '193', '280', '287', '355', '243', '486', '111']
['722', '172', '794', '715', '745', '584', '48', '86', '448', '282']
['138', '456', '430', '691', '505', '353', '478', '253', '771', '165']
['643', '622', '178', '518', '733', '488', '666', '349', '727', '538']
['121', '123', '373', '156', '21', '463', '438', '604', '174', '493']
['295', '540', '663', '670', '468', '14', '638', '787', '423', '215']
['645', '226', '163', '64', '571', '183', '437', '630', '283', '414']
['247', '735', '656', '383', '187', '337', '424', '758', '474', '707']
['772', '453', '416', '503', '651', '112', '275', '654', '582', '278']
['640', '191', '264', '18', '319', '314', '330', '324', '472', '487']
['780', '650', '434', '575', '708', '605', '136', '395', '785', '299']
['443', '153', '265', '717', '147', '32', '511', '95', '10', '778']
['335', '49', '171', '514', '561', '469', '20', '315', '129', '445']
['130', '143', '632', '471', '169', '374', '421', '87', '285', '90']
['52', '723', '126', '447', '116', '475', '104', '680', '700', '629']
['496', '360', '529', '11', '302', '198', '94', '356', '107', '724']
['213', '394', '60', '63', '555', '665', '399', '677', '387', '628']
['166', '210', '539', '417', '78', '361', '54', '289', '671', '729']
['427', '477', '748', '464', '796', '545', '406', '703', '45', '370']
['764', '184', '76', '435', '323', '507', '530', '305', '358', '418']
['354', '231', '774', '194', '676', '190', '378', '161', '235', '704']
['710', '276', '657', '182', '5', '726', '162', '781', '525', '606']
