['888', '309', '17', '26', '419', '685', '972', '860', '771', '893']
['631', '748', '25', '878', '523', '966', '379', '960', '738', '939']
['331', '258', '783', '516', '466', '884', '364', '420', '930', '617']
['207', '152', '599', '637', '784', '622', '89', '961', '625', '581']
['547', '735', '591', '109', '148', '383', '332', '128', '170', '499']
['585', '312', '936', '655', '189', '630', '912', '818', '90', '75']
['769', '786', '619', '267', '833', '21', '303', '441', '411', '997']
['269', '197', '687', '211', '396', '257', '828', '398', '849', '759']
['142', '188', '402', '609', '753', '14', '535', '440', '486', '389']
['836', '790', '647', '154', '19', '421', '579', '590', '654', '4']
['842', '23', '72', '244', '719', '119', '203', '848', '604', '414']
['92', '384', '512', '509', '382', '381', '169', '485', '263', '795']
['292', '308', '918', '632', '730', '510', '160', '580', '553', '393']
['986', '740', '408', '37', '5', '584', '209', '454', '284', '761']
['935', '824', '158', '874', '706', '433', '350', '333', '542', '773']
['369', '233', '491', '718', '595', '574', '239', '943', '628', '110']
['320', '247', '725', '534', '694', '605', '459', '716', '418', '788']
['167', '276', '905', '648', '747', '407', '104', '24', '527', '827']
['976', '311', '483', '469', '377', '42', '374', '548', '474', '526']
['926', '336', '897', '316', '134', '77', '835', '358', '707', '497']
['121', '513', '44', '705', '15', '74', '478', '871', '365', '528']
['887', '816', '642', '173', '866', '133', '907', '234', '445', '317']
['742', '663', '91', '682', '1', '344', '755', '85', '140', '611']
['906', '589', '76', '334', '714', '452', '352', '80', '614', '87']
['889', '120', '669', '20', '561', '212', '802', '578', '624', '911']
['722', '127', '656', '132', '988', '886', '814', '297', '41', '174']
['409', '428', '723', '720', '826', '686', '416', '768', '125', '492']
['645', '853', '62', '593', '508', '678', '550', '815', '813', '429']
['496', '540', '105', '139', '688', '118', '186', '885', '525', '165']
['163', '376', '425', '949', '38', '288', '876', '713', '727', '506']
['957', '328', '346', '807', '555', '564', '703', '880', '300', '597']
['931', '226', '241', '434', '49', '690', '155', '61', '412', '839']
['756', '283', '281', '653', '18', '348', '355', '97', '387', '310']
['809', '130', '531', '184', '329', '913', '891', '8', '261', '327']
['204', '216', '202', '797', '455', '245', '7', '71', '30', '661']
['697', '803', '900', '13', '908', '623', '353', '319', '644', '192']
['572', '861', '963', '817', '757', '386', '468', '863', '536', '834']
['668', '199', '765', '977', '808', '610', '198', '2', '45', '923']
['751', '646', '832', '322', '0', '161', '238', '980', '994', '326']
['31', '702', '965', '137', '993', '649', '362', '112', '187', '392']
['229', '558', '164', '82', '981', '577', '330', '448', '699', '938']
['306', '464', '689', '57', '149', '621', '777', '162', '232', '529']
['883', '340', '83', '342', '6', '248', '32', '442', '242', '537']
['557', '854', '58', '298', '627', '844', '343', '287', '46', '122']
['554', '514', '50', '145', '518', '937', '568', '789', '636', '831']
['681', '800', '274', '701', '100', '746', '616', '371', '366', '607']
['259', '658', '218', '823', '339', '882', '873', '410', '65', '586']
['692', '796', '413', '60', '794', '29', '989', '517', '10', '215']
['213', '35', '775', '864', '602', '490', '250', '830', '252', '598']
['477', '146', '998', '34', '67', '737', '270', '594', '973', '731']
['177', '217', '539', '375', '603', '206', '280', '3', '285', '672']
['439', '867', '739', '171', '12', '805', '22', '846', '533', '214']
['426', '225', '264', '541', '401', '592', '251', '573', '338', '743']
['780', '983', '143', '643', '575', '404', '431', '290', '470', '129']
['220', '52', '103', '181', '457', '315', '253', '337', '566', '66']
['335', '208', '96', '519', '240', '195', '304', '255', '877', '493']
['295', '227', '691', '752', '397', '94', '98', '69', '230', '43']
['33', '395', '266', '390', '476', '453', '99', '810', '902', '734']
['569', '138', '180', '841', '975', '652', '910', '349', '967', '641']
['640', '443', '126', '903', '447', '432', '482', '356', '660', '450']
['940', '430', '479', '277', '971', '612', '837', '236', '278', '724']
['792', '221', '717', '770', '471', '16', '696', '666', '243', '291']
['27', '927', '651', '237', '618', '700', '472', '487', '659', '55']
['856', '924', '106', '268', '324', '159', '437', '168', '608', '107']
['223', '565', '901', '782', '942', '546', '954', '515', '424', '677']
['843', '708', '929', '403', '543', '587', '868', '869', '272', '175']
['987', '562', '941', '582', '461', '679', '732', '909', '673', '563']
['222', '373', '750', '36', '667', '156', '498', '318', '368', '115']
['928', '736', '360', '39', '394', '153', '969', '840', '970', '890']
['28', '415', '551', '294', '801', '958', '436', '249', '744', '552']
['73', '254', '920', '325', '279', '144', '675', '793', '662', '282']
['422', '345', '852', '921', '79', '979', '862', '894', '111', '351']
['762', '760', '904', '147', '507', '380', '635', '193', '47', '919']
['962', '406', '460', '182', '899', '985', '520', '956', '819', '321']
['544', '620', '959', '799', '633', '88', '855', '549', '481', '639']
['117', '81', '556', '385', '301', '307', '323', '763', '136', '583']
['764', '262', '664', '851', '200', '210', '683', '475', '95', '671']
['567', '978', '444', '693', '108', '934', '946', '347', '391', '948']
['131', '915', '932', '626', '991', '150', '271', '48', '273', '488']
['570', '982', '571', '157', '806', '925', '372', '341', '260', '522']
['990', '532', '228', '205', '451', '505', '726', '114', '361', '423']
['914', '357', '721', '135', '78', '676', '576', '501', '559', '500']
['615', '503', '302', '183', '53', '275', '289', '766', '388', '502']
['427', '984', '922', '741', '166', '950', '151', '698', '524', '123']
['59', '829', '657', '9', '219', '70', '822', '859', '634', '462']
['879', '141', '370', '613', '545', '190', '665', '729', '838', '124']
['953', '695', '728', '767', '865', '51', '405', '995', '968', '68']
['191', '456', '178', '670', '588', '54', '674', '812', '495', '538']
['811', '845', '449', '265', '176', '194', '952', '201', '286', '299']
['709', '774', '511', '521', '113', '638', '600', '733', '858', '40']
['196', '224', '974', '446', '711', '399', '820', '596', '235', '785']
['684', '850', '898', '11', '895', '185', '781', '776', '804', '680']
['710', '465', '354', '296', '84', '101', '745', '305', '504', '480']
['712', '749', '64', '63', '256', '116', '870', '964', '606', '917']
['293', '857', '798', '400', '875', '417', '560', '944', '821', '363']
['772', '467', '715', '313', '530', '56', '758', '955', '916', '778']
['779', '102', '791', '489', '359', '172', '787', '246', '473', '179']
['650', '231', '872', '367', '484', '435', '378', '881', '86', '892']
['947', '951', '93', '847', '458', '945', '933', '438', '999', '704']
['825', '992', '896', '754', '463', '996', '314', '601', '494', '629']
