['928', '769', '797', '229', '682', '425', '558', '846', '411', '641']
['428', '918', '15', '159', '579', '436', '580', '351', '403', '827']
['939', '29', '42', '621', '635', '587', '8', '69', '284', '393']
['889', '585', '547', '782', '20', '690', '828', '755', '128', '111']
['599', '783', '962', '589', '434', '760', '21', '165', '482', '552']
['464', '613', '941', '658', '346', '334', '619', '78', '652', '448']
['779', '435', '741', '468', '539', '541', '876', '515', '869', '744']
['697', '259', '126', '67', '281', '432', '696', '576', '563', '639']
['693', '490', '511', '151', '885', '868', '880', '894', '837', '87']
['138', '368', '298', '770', '886', '533', '53', '520', '113', '526']
['888', '227', '534', '245', '980', '523', '540', '765', '948', '573']
['668', '340', '643', '23', '739', '775', '806', '971', '807', '493']
['262', '25', '861', '790', '913', '185', '584', '85', '675', '553']
['167', '843', '922', '34', '188', '688', '386', '471', '374', '611']
['295', '384', '62', '413', '199', '402', '685', '169', '564', '537']
['120', '695', '301', '512', '1', '364', '510', '168', '319', '97']
['92', '49', '847', '950', '244', '766', '162', '474', '789', '936']
['316', '191', '233', '715', '54', '781', '41', '181', '4', '731']
['681', '620', '39', '826', '884', '156', '890', '381', '863', '680']
['419', '404', '106', '670', '714', '625', '424', '698', '238', '90']
['222', '81', '974', '50', '160', '678', '964', '391', '282', '414']
['825', '328', '70', '927', '503', '866', '475', '592', '480', '75']
['308', '708', '737', '164', '251', '283', '214', '10', '215', '110']
['570', '331', '44', '824', '483', '101', '280', '981', '347', '967']
['335', '266', '466', '158', '315', '248', '237', '644', '603', '423']
['9', '763', '137', '421', '330', '745', '590', '758', '659', '759']
['669', '627', '514', '689', '555', '16', '287', '395', '290', '608']
['292', '842', '656', '457', '551', '343', '560', '912', '129', '327']
['811', '906', '664', '210', '32', '209', '527', '338', '743', '192']
['152', '121', '845', '205', '975', '294', '37', '397', '337', '734']
['177', '854', '817', '13', '721', '178', '38', '977', '140', '454']
['569', '931', '376', '131', '345', '103', '717', '470', '542', '107']
['762', '476', '841', '519', '753', '808', '355', '189', '412', '672']
