['0', '20', '40', '60', '80', '100', '120', '140', '160', '180', '200', '220', '240', '260', '280', '300', '320', '340', '360', '50']
['1', '21', '41', '61', '81', '101', '121', '141', '161', '181', '201', '221', '241', '261', '281', '301', '321', '341', '361', '29']
['2', '22', '42', '62', '82', '102', '122', '142', '162', '182', '202', '222', '242', '262', '282', '302', '322', '342', '362', '45']
['3', '23', '43', '63', '83', '103', '123', '143', '163', '183', '203', '223', '243', '263', '283', '303', '323', '343', '363', '56']
['4', '24', '44', '64', '84', '104', '124', '144', '164', '184', '204', '224', '244', '264', '284', '304', '324', '344', '364', '26']
['5', '25', '65', '85', '105', '125', '145', '165', '185', '205', '225', '245', '265', '285', '305', '325', '345', '365', '385', '67']
['6', '46', '66', '86', '106', '126', '146', '166', '186', '206', '226', '246', '266', '286', '306', '326', '346', '366', '386', '76']
['7', '27', '47', '87', '107', '127', '147', '167', '187', '207', '227', '247', '267', '287', '307', '327', '347', '367', '387', '30']
['8', '28', '48', '68', '88', '108', '128', '148', '168', '188', '208', '228', '248', '268', '288', '308', '328', '348', '368', '31']
['9', '49', '69', '89', '109', '129', '149', '169', '189', '209', '229', '249', '269', '289', '309', '329', '349', '369', '389', '59']
['10', '70', '90', '110', '130', '150', '170', '190', '210', '230', '250', '270', '290', '310', '330', '350', '370', '390', '71', '91']
['11', '51', '111', '131', '151', '171', '191', '211', '231', '251', '271', '291', '311', '331', '351', '371', '391', '112', '114', '134']
['12', '32', '52', '72', '92', '132', '152', '172', '192', '212', '232', '252', '272', '292', '312', '332', '352', '372', '392', '77']
['13', '33', '53', '73', '93', '113', '133', '153', '173', '193', '213', '233', '253', '273', '293', '313', '333', '353', '373', '54']
['14', '34', '74', '94', '154', '174', '194', '214', '234', '254', '274', '294', '314', '334', '354', '374', '394', '75', '155', '255']
['15', '35', '55', '95', '115', '135', '175', '195', '215', '235', '275', '295', '315', '335', '355', '375', '395', '116', '136', '176']
['16', '36', '96', '156', '196', '216', '236', '256', '276', '296', '316', '336', '356', '376', '396', '99', '159', '219', '239', '299']
['17', '37', '57', '97', '117', '137', '157', '177', '197', '217', '237', '257', '277', '297', '317', '337', '357', '377', '397', '158']
['18', '38', '58', '78', '98', '118', '138', '178', '198', '218', '238', '258', '278', '298', '318', '338', '358', '378', '398', '79']
['19', '39', '119', '139', '179', '199', '259', '279', '319', '339', '359', '379', '399', '380', '381', '382', '383', '388', '393']
['384']
