['210', '332', '439', '572', '499', '184', '227', '647', '509', '270']
['41', '139', '100', '151', '175', '306', '74', '236', '562', '290']
['719', '130', '285', '488', '90', '305', '643', '178', '403', '482']
['659', '98', '333', '232', '35', '350', '770', '223', '359', '298']
['626', '214', '362', '134', '775', '633', '541', '62', '79', '336']
['188', '44', '714', '385', '637', '408', '464', '150', '500', '159']
['397', '665', '394', '399', '63', '345', '677', '60', '514', '120']
['547', '38', '411', '179', '61', '757', '495', '553', '219', '652']
['129', '619', '600', '168', '124', '754', '565', '144', '460', '185']
['724', '316', '107', '257', '699', '356', '217', '94', '428', '694']
['360', '234', '674', '569', '596', '198', '119', '689', '450', '798']
['676', '302', '293', '167', '753', '679', '301', '6', '594', '114']
['629', '52', '632', '351', '87', '723', '627', '590', '650', '395']
['201', '123', '281', '367', '373', '121', '174', '21', '635', '125']
['589', '371', '199', '8', '780', '442', '12', '164', '324', '444']
['279', '533', '668', '784', '160', '697', '671', '131', '639', '441']
['454', '312', '790', '661', '742', '55', '713', '657', '544', '143']
['542', '617', '527', '250', '717', '153', '309', '147', '511', '614']
['37', '294', '793', '515', '507', '607', '154', '792', '72', '519']
['642', '65', '512', '161', '245', '0', '458', '241', '200', '115']
['700', '421', '284', '271', '586', '374', '346', '451', '133', '308']
['406', '203', '498', '295', '663', '14', '215', '787', '76', '418']
['598', '91', '443', '365', '330', '265', '10', '95', '319', '338']
['118', '469', '566', '149', '110', '741', '32', '795', '375', '311']
['557', '331', '487', '18', '314', '472', '640', '264', '191', '540']
['132', '748', '477', '716', '602', '698', '75', '660', '9', '85']
['620', '588', '97', '189', '581', '703', '587', '384', '728', '432']
['194', '777', '712', '13', '291', '17', '462', '343', '25', '446']
['413', '434', '785', '366', '474', '148', '299', '751', '352', '126']
['455', '68', '788', '410', '83', '258', '412', '606', '300', '122']
['224', '152', '685', '233', '718', '344', '692', '616', '578', '382']
['169', '471', '559', '743', '221', '180', '763', '601', '327', '774']
['518', '237', '101', '243', '287', '111', '623', '193', '235', '280']
['192', '313', '440', '682', '401', '59', '681', '392', '19', '80']
['545', '358', '249', '453', '736', '651', '112', '534', '772', '582']
['377', '636', '778', '634', '66', '340', '537', '570', '662', '89']
['354', '145', '696', '655', '415', '240', '737', '27', '369', '615']
['591', '213', '407', '680', '29', '116', '684', '789', '658', '64']
['475', '296', '726', '720', '82', '170', '476', '563', '380', '516']
['320', '575', '136', '467', '16', '747', '667', '673', '78', '277']
['779', '46', '761', '429', '218', '463', '493', '278', '584', '423']
['253', '447', '353', '387', '771', '710', '579', '555', '138', '505']
['691', '571', '630', '283', '226', '342', '339', '183', '470', '414']
['628', '248', '727', '538', '564', '603', '349', '622', '733', '666']
['368', '30', '656', '247', '758', '187', '424', '383', '735', '760']
['337', '158', '109', '437', '702', '740', '759', '638', '745', '670']
['162', '468', '448', '722', '26', '669', '773', '256', '238', '459']
['303', '756', '480', '776', '435', '51', '531', '583', '205', '197']
['738', '96', '361', '664', '3', '211', '721', '33', '393', '764']
['207', '196', '23', '532', '28', '613', '209', '765', '135', '484']
['102', '4', '325', '548', '156', '39', '81', '618', '140', '86']
['782', '438', '54', '417', '307', '141', '422', '286', '672', '22']
['506', '576', '783', '398', '246', '536', '208', '7', '690', '436']
['88', '58', '269', '621', '288', '190', '645', '163', '489', '378']
['610', '605', '706', '50', '326', '580', '69', '523', '646', '273']
['381', '675', '653', '230', '767', '108', '155', '483', '289', '390']
['244', '1', '577', '304', '687', '117', '693', '707', '186', '113']
['103', '165', '525', '430', '478', '92', '456', '725', '173', '222']
['794', '172', '48', '715', '282', '357', '396', '641', '400', '730']
['486', '556', '449', '202', '749', '786', '53', '631', '2', '322']
['513', '181', '391', '386', '84', '252', '355', '128', '604', '731']
['212', '389', '560', '769', '585', '228', '318', '45', '225', '521']
['329', '372', '220', '379', '266', '799', '573', '688', '711', '274']
['67', '206', '552', '593', '520', '708', '678', '364', '323', '137']
['766', '750', '409', '625', '574', '466', '261', '648', '176', '5']
['36', '204', '768', '709', '255', '550', '177', '755', '73', '473']
['370', '93', '529', '502', '797', '239', '105', '683', '388', '42']
['599', '796', '56', '508', '142', '425', '292', '57', '275', '267']
['347', '276', '77', '503', '781', '654', '416', '701', '543', '485']
['695', '259', '752', '376', '263', '612', '546', '260', '310', '328']
['704', '465', '404', '791', '34', '649', '568', '528', '127', '457']
['11', '491', '549', '526', '40', '592', '231', '554', '611', '522']
['510', '481', '268', '99', '431', '551', '492', '348', '535', '644']
['182', '746', '157', '317', '686', '420', '530', '262', '597', '496']
['104', '433', '504', '297', '452', '595', '405', '744', '321', '71']
['705', '479', '242', '501', '272', '47', '229', '254', '49', '732']
['43', '419', '31', '24', '15', '195', '426', '567', '608', '402']
['335', '762', '734', '497', '739', '445', '315', '20', '561', '171']
['461', '427', '524', '251', '363', '517', '624', '490', '70', '729']
['106', '166', '341', '146', '539', '609', '216', '494', '558', '334']
