['779', '446', '743', '92', '778', '482', '708', '223', '36', '530', '575', '5', '19', '285', '712', '433', '747', '274', '50', '629', '375', '715', '912', '833', '380']
['615', '24', '831', '815', '864', '281', '923', '841', '467', '333', '858', '162', '18', '902', '421', '267', '618', '820', '146', '441', '593', '4', '990', '775', '709']
['508', '900', '328', '185', '388', '728', '411', '678', '440', '387', '188', '845', '38', '365', '901', '231', '398', '233', '413', '325', '419', '10', '965', '417', '617']
['658', '399', '363', '493', '340', '920', '448', '953', '978', '937', '632', '301', '390', '67', '168', '637', '725', '342', '887', '771', '109', '422', '119', '527', '799']
['964', '347', '151', '11', '603', '99', '110', '373', '674', '909', '781', '346', '254', '968', '945', '334', '410', '539', '40', '555', '167', '518', '402', '306', '622']
['357', '414', '729', '517', '736', '641', '583', '538', '415', '689', '128', '710', '477', '117', '26', '577', '133', '381', '344', '432', '939', '776', '503', '23', '184']
['228', '338', '331', '247', '476', '731', '3', '220', '921', '237', '698', '764', '397', '716', '793', '358', '210', '705', '177', '770', '935', '872', '466', '200', '878']
['524', '684', '385', '700', '704', '748', '84', '614', '523', '803', '765', '589', '93', '78', '717', '619', '797', '303', '580', '201', '439', '655', '836', '135', '683']
['929', '886', '173', '584', '193', '959', '640', '706', '811', '89', '368', '870', '816', '510', '242', '997', '195', '969', '979', '727', '956', '795', '21', '97', '307']
['879', '769', '560', '738', '673', '760', '621', '761', '9', '827', '825', '116', '216', '153', '821', '206', '465', '145', '892', '732', '236', '541', '726', '521', '352']
['30', '239', '955', '408', '240', '296', '897', '278', '899', '192', '420', '406', '554', '55', '826', '756', '768', '720', '8', '356', '271', '867', '53', '469', '370']
['234', '650', '940', '401', '155', '570', '919', '542', '884', '218', '7', '590', '733', '702', '791', '378', '284', '42', '611', '73', '838', '626', '13', '2', '452']
['492', '989', '39', '298', '564', '382', '302', '90', '883', '561', '245', '544', '227', '711', '551', '612', '666', '598', '723', '248', '292', '256', '686', '563', '695']
['308', '264', '516', '532', '553', '891', '458', '773', '87', '975', '691', '599', '507', '594', '651', '431', '453', '434', '537', '592', '789', '610', '125', '166', '721']
['844', '602', '918', '754', '461', '463', '983', '179', '100', '143', '332', '468', '932', '319', '562', '141', '981', '379', '241', '889', '888', '158', '855', '914', '667']
['366', '416', '371', '971', '930', '742', '692', '835', '991', '224', '172', '130', '60', '323', '490', '927', '74', '104', '75', '443', '48', '528', '643', '450', '317']
['961', '752', '633', '435', '628', '418', '505', '369', '942', '58', '504', '350', '998', '734', '849', '182', '926', '269', '861', '65', '949', '745', '687', '85', '585']
['862', '180', '232', '235', '854', '782', '908', '697', '293', '0', '389', '61', '186', '999', '459', '290', '300', '149', '588', '993', '262', '533', '485', '392', '653']
['430', '676', '204', '759', '804', '806', '874', '496', '183', '246', '758', '32', '682', '255', '966', '207', '646', '361', '663', '77', '755', '250', '309', '208', '339']
['336', '383', '139', '750', '120', '273', '489', '677', '661', '576', '318', '818', '335', '904', '71', '222', '447', '132', '12', '535', '238', '868', '475', '847', '57']
['866', '107', '962', '374', '51', '810', '211', '225', '735', '675', '595', '376', '601', '43', '501', '649', '636', '722', '938', '739', '823', '805', '497', '294', '856']
['251', '582', '283', '16', '460', '81', '196', '111', '15', '372', '995', '226', '526', '634', '546', '94', '349', '343', '230', '744', '341', '122', '481', '502', '187']
['973', '263', '936', '951', '846', '299', '647', '774', '906', '875', '947', '484', '766', '209', '137', '88', '850', '45', '243', '22', '494', '171', '911', '471', '102']
['393', '473', '751', '848', '70', '280', '322', '152', '199', '449', '851', '190', '609', '740', '189', '311', '786', '56', '462', '871', '783', '355', '277', '767', '212']
['163', '568', '707', '515', '488', '604', '606', '217', '407', '680', '41', '221', '316', '925', '536', '268', '394', '327', '824', '197', '282', '839', '62', '948', '934']
['623', '996', '559', '34', '169', '409', '59', '713', '893', '259', '985', '436', '960', '44', '905', '819', '391', '54', '737', '142', '613', '194', '520', '114', '95']
['977', '881', '31', '253', '656', '140', '812', '176', '348', '313', '423', '178', '669', '126', '129', '386', '780', '644', '219', '624', '597', '244', '642', '688', '556']
['638', '694', '270', '857', '425', '652', '506', '777', '869', '762', '249', '670', '474', '982', '699', '150', '52', '136', '108', '860', '362', '600', '66', '718', '229']
['367', '456', '165', '616', '763', '924', '25', '992', '181', '324', '566', '587', '664', '442', '757', '478', '880', '472', '215', '792', '291', '191', '156', '814', '910']
['329', '944', '660', '693', '310', '987', '428', '64', '994', '205', '963', '843', '377', '351', '586', '572', '885', '320', '567', '662', '160', '714', '785', '289', '890']
['607', '817', '69', '498', '124', '265', '976', '933', '672', '276', '79', '522', '266', '753', '353', '665', '454', '724', '685', '148', '565', '424', '547', '540', '876']
['548', '894', '29', '174', '928', '631', '790', '35', '258', '312', '988', '445', '509', '534', '287', '106', '543', '257', '164', '801', '127', '118', '359', '837', '112']
['690', '808', '512', '80', '123', '203', '261', '213', '252', '330', '96', '896', '364', '147', '17', '549', '170', '898', '657', '974', '809', '679', '345', '455', '913']
['86', '514', '573', '483', '829', '608', '807', '852', '305', '470', '295', '800', '14', '931', '703', '354', '98', '20', '574', '28', '519', '33', '326', '138', '659']
['741', '984', '648', '495', '813', '279', '6', '46', '457', '903', '941', '529', '360', '639', '113', '214', '438', '105', '275', '198', '696', '304', '605', '82', '798']
